Facing,Square Feet,BHK Apartment,Price,Furnish Status,Deposit Status,Bathroom Count,Location,Amenities
null,895,2 BHK Apartment,45000 ,Unfurnished,No Deposit,2 bathrooms,"Borivali West, Mumbai","Club House, Lift(s), Gymnasium, Full Power Backup, Jogging Track, Indoor Games, Car Parking, Vaastu Compliant, Children's play area, 24 X 7 Security, Swimming Pool, Sports Facility, Landscaped Gardens"
null,765,2 BHK Apartment,42000 ,Unfurnished,No Deposit,2 bathrooms,"Dahisar West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,985,2 BHK Apartment,45000 ,Unfurnished,No Deposit,2 bathrooms,"Borivali West, Mumbai","Swimming Pool, Lift(s), 24 X 7 Security, Rain Water Harvesting, Full Power Backup, Intercom, Maintenance Staff, Jogging Track, Indoor Games, Children's play area, Car Parking, Gymnasium, Club House, Vaastu Compliant, Landscaped Gardens, Sports Facility"
null,788,2 BHK Apartment,45000 ,Furnished,No Deposit,2 bathrooms,"Dahisar, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,895,2 BHK Apartment,48000 ,Unfurnished,No Deposit,2 bathrooms,"Borivali West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,960,2 BHK Apartment,42000 ,Unfurnished,No Deposit,2 bathrooms,"Borivali West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1120,3 BHK Apartment,60000 ,Unfurnished,No Deposit,3 bathrooms,"Borivali West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1230,3 BHK Apartment,60000 ,Unfurnished,No Deposit,3 bathrooms,"Borivali West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,785,2 BHK Apartment,45000 ,Furnished,No Deposit,2 bathrooms,"Borivali West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,745,2 BHK Apartment,42000 ,Unfurnished,No Deposit,2 bathrooms,"Borivali West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,810,2 BHK Apartment,45000 ,Unfurnished,No Deposit,2 bathrooms,"Borivali West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1700,3 BHK Apartment,45000 ,Semi-Furnished,No Deposit,2 bathrooms,"Kharghar, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
East facing,550,1 BHK Apartment,25000 ,Unfurnished,No Deposit,2 bathrooms,"Mulund East, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,650,1 BHK Apartment,55000 ,Furnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Swimming Pool, Shopping Mall, Lift(s), Full Power Backup, Jogging Track, Children's play area, Multipurpose Room, Rain Water Harvesting, Intercom, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House, Landscaped Gardens, Sports Facility"
NorthEast facing,750,2 BHK Apartment,75000 ,Semi-Furnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Landscaped Gardens, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Multipurpose Room, Rain Water Harvesting, Cafeteria, Intercom, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium, Sports Facility"
null,900,2 BHK Apartment,40000 ,Furnished,No Deposit,2 bathrooms,"Thane West, Mumbai","Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Intercom, 24 X 7 Security, Car Parking, Club House, Children's play area, Sports Facility, Jogging Track, Landscaped Gardens"
null,690,1 BHK Apartment,17000 ,Semi-Furnished,No Deposit,2 bathrooms,"Thane West, Mumbai","Sports Facility, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Children's play area, Cafeteria, Club House, Swimming Pool, Landscaped Gardens, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security"
SouthEast facing,710,1 BHK Apartment,21000 ,Semi-Furnished,No Deposit,2 bathrooms,"Thane West, Mumbai","Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Children's play area, 24 X 7 Security, Jogging Track, Landscaped Gardens"
null,2500,4 BHK Apartment,275000 ,Furnished,No Deposit,4 bathrooms,"Andheri West, Mumbai","Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Jogging Track, Children's play area, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Intercom, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House, Landscaped Gardens"
null,1200,3 BHK Apartment,220000 ,Unfurnished,No Deposit,3 bathrooms,"mumbai, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,2700,4 BHK Apartment,750000 ,Furnished,No Deposit,5 bathrooms,"Bandra West, Mumbai","Car Parking, Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Landscaped Gardens, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Club House"
null,6000,5 BHK Apartment,1500000 ,Furnished,No Deposit,6 bathrooms,"Andheri West, Mumbai","Rain Water Harvesting, Intercom, Full Power Backup, 24 X 7 Security, Swimming Pool, Gymnasium, Lift(s), Sports Facility, Jogging Track, Children's play area, Club House, Landscaped Gardens"
null,550,1 BHK Apartment,50000 ,Semi-Furnished,No Deposit,1 bathrooms,"Andheri West, Mumbai","Sports Facility, Children's play area, Lift(s), Full Power Backup, 24 X 7 Security, Club House, Gymnasium, Swimming Pool, Jogging Track, Landscaped Gardens"
null,800,2 BHK Apartment,63000 ,Semi-Furnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,850,2 BHK Apartment,65000 ,Semi-Furnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,900,2 BHK Apartment,60000 ,Unfurnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,900,2 BHK Apartment,65000 ,Unfurnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,271,1 RK Studio Apartment,18000 ,Unfurnished,No Deposit,1 bathrooms,"Powai, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
East facing,1830,3 BHK Apartment,80000 ,Semi-Furnished,No Deposit,3 bathrooms,"Kandivali East, Mumbai","Swimming Pool, Lift(s), Golf Course, Intercom, Jogging Track, Sports Facility, Full Power Backup, Gymnasium, Club House, Children's play area, 24 X 7 Security, Landscaped Gardens"
null,2000,4 BHK Apartment,85000 ,Unfurnished,No Deposit,4 bathrooms,"Nerul, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
West facing,1000,2 BHK Apartment,33000 ,Semi-Furnished,No Deposit,2 bathrooms,"Kharghar, Mumbai","Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Staff Quarter, Rain Water Harvesting, Intercom, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Club House, Children's play area, Landscaped Gardens, Sports Facility"
null,790,2 BHK Apartment,65000 ,Unfurnished,2 L deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,715,2 BHK Apartment,62000 ,Furnished,2 L deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,850,2 BHK Apartment,85000 ,Furnished,3 L deposit,2 bathrooms,"Andheri West, Mumbai","Swimming Pool, Lift(s), 24 X 7 Security, Multipurpose Room, Full Power Backup, Staff Quarter, Rain Water Harvesting, Intercom, Jogging Track, Children's play area, Car Parking, Gymnasium, Club House, Vaastu Compliant, Landscaped Gardens, Sports Facility"
null,850,2 BHK Apartment,65000 ,Furnished,2 L deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,825,2 BHK Apartment,68000 ,Furnished,2 L deposit,2 bathrooms,"Kandivali West, Mumbai","Car Parking, Club House, Full Power Backup, 24 X 7 Security, Children's play area, Lift(s), Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,900,2 BHK Apartment,70000 ,Furnished,2 L deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,850,2 BHK Apartment,68000 ,Semi-Furnished,2 L deposit,2 bathrooms,"Andheri West, Mumbai","ATM, Lift(s), Jogging Track, Full Power Backup, Maintenance Staff, Children's play area, Hospital, School, Shopping Mall, Vaastu Compliant, 24 X 7 Security, Car Parking, Rain Water Harvesting, Landscaped Gardens, Swimming Pool, Club House, Gymnasium, Sports Facility"
null,900,2 BHK Apartment,65000 ,Semi-Furnished,2 L deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,910,2 BHK Apartment,65000 ,Furnished,2 L deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,850,2 BHK Apartment,68000 ,Furnished,2 L deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,915,2 BHK Apartment,65000 ,Furnished,2 L deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,890,2 BHK Apartment,75000 ,Furnished,2.5 L deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,950,2 BHK Apartment,70000 ,Unfurnished,3 L deposit,2 bathrooms,"Andheri East, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,850,1 BHK Apartment,65000 ,Furnished,1.3 L deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,850,2 BHK Apartment,85000 ,Furnished,3 L deposit,2 bathrooms,"Andheri West, Mumbai","Swimming Pool, Lift(s), 24 X 7 Security, Multipurpose Room, Full Power Backup, Staff Quarter, Rain Water Harvesting, Intercom, Jogging Track, Children's play area, Car Parking, Gymnasium, Club House, Vaastu Compliant, Landscaped Gardens, Sports Facility"
null,875,2 BHK Apartment,75000 ,Furnished,2.5 L deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1500,3 BHK Apartment,90000 ,Semi-Furnished,3 L deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1400,3 BHK Apartment,200000 ,Unfurnished,No Deposit,3 bathrooms,"Andheri West, Mumbai","Rain Water Harvesting, Intercom, Full Power Backup, 24 X 7 Security, Swimming Pool, Gymnasium, Lift(s), Sports Facility, Jogging Track, Children's play area, Club House, Landscaped Gardens"
null,1400,3 BHK Apartment,190000 ,Unfurnished,No Deposit,3 bathrooms,"Andheri West, Mumbai","Rain Water Harvesting, Intercom, Full Power Backup, 24 X 7 Security, Swimming Pool, Gymnasium, Lift(s), Sports Facility, Jogging Track, Children's play area, Club House, Landscaped Gardens"
null,500,1 BHK Apartment,40000 ,Furnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Car Parking, Vaastu Compliant, 24 X 7 Security, Club House, Children's play area, Full Power Backup, Lift(s), Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1400,3 BHK Apartment,185000 ,Unfurnished,5 L deposit,3 bathrooms,"Andheri West, Mumbai","Rain Water Harvesting, Intercom, Full Power Backup, 24 X 7 Security, Swimming Pool, Gymnasium, Lift(s), Sports Facility, Jogging Track, Children's play area, Club House, Landscaped Gardens"
null,1400,3 BHK Apartment,175000 ,Furnished,5 L deposit,3 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,585,1 BHK Apartment,9500 ,Unfurnished,No Deposit,1 bathrooms,"Dombivali, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, 24 X 7 Security, Hospital, School, Shopping Mall, Vaastu Compliant, Car Parking, Sports Facility, Gymnasium, Landscaped Gardens"
null,575,1 BHK Apartment,15000 ,Semi-Furnished,No Deposit,2 bathrooms,"Bhayandar East, Mumbai","Club House, Lift(s), Sports Facility, Swimming Pool, Gymnasium, Car Parking, Children's play area, Full Power Backup, 24 X 7 Security, Jogging Track, Landscaped Gardens"
null,980,3 BHK Apartment,60000 ,Semi-Furnished,3 L deposit,2 bathrooms,"Borivali West, Mumbai","Swimming Pool, Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Sports Facility, Jogging Track, Landscaped Gardens"
null,1400,3 BHK Apartment,60000 ,Unfurnished,2.5 L deposit,3 bathrooms,"Borivali West, Mumbai","Club House, Lift(s), Gymnasium, Full Power Backup, Jogging Track, Indoor Games, Car Parking, Vaastu Compliant, Children's play area, 24 X 7 Security, Swimming Pool, Sports Facility, Landscaped Gardens"
null,645,1 BHK Apartment,35000 ,Unfurnished,1.5 L deposit,2 bathrooms,"Borivali West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,420,1 BHK Apartment,32000 ,Furnished,1 L deposit,1 bathrooms,"Jogeshwari West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,900,2 BHK Apartment,55000 ,Furnished,2 L deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1200,3 BHK Apartment,95000 ,Semi-Furnished,3 L deposit,3 bathrooms,"Jogeshwari West, Mumbai","Swimming Pool, ATM, Sports Facility, Lift(s), Indoor Games, Full Power Backup, Children's play area, Cafeteria, Intercom, Jogging Track, Club House, 24 X 7 Security, Car Parking, Gymnasium, Landscaped Gardens"
SouthWest facing,800,2 BHK Apartment,56000 ,Semi-Furnished,No Deposit,2 bathrooms,"Malad East, Mumbai","Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Intercom, Sports Facility, Car Parking, Children's play area, Club House, 24 X 7 Security, Jogging Track, Landscaped Gardens"
East facing,600,1 BHK Apartment,7100 ,Unfurnished,No Deposit,1 bathrooms,"Dombivali East, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
East facing,850,2 BHK Apartment,77000 ,Semi-Furnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Intercom, Lift(s), 24 X 7 Security, Children's play area, Club House, Full Power Backup, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens, Gymnasium"
East facing,750,2 BHK Apartment,75000 ,Furnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Children's play area, Landscaped Gardens"
